p min 40422 98256
a 1 36826 5.0000000
a 36826 36827 -2.9999982
a 36827 40422 5.0000000
a 1 36828 5.0000000
a 36828 36829 -2.9999982
a 36829 40422 5.0000000
a 1 36830 5.0000000
a 36830 36831 -2.9999982
a 36831 40422 5.0000000
a 1 36832 5.0000000
a 36832 36833 -2.9999982
a 36833 40422 5.0000000
a 1 36834 5.0000000
a 36834 36835 -2.9999982
a 36835 40422 5.0000000
a 1 36836 5.0000000
a 36836 36837 -2.9999982
a 36837 40422 5.0000000
a 1 36838 5.0000000
a 36838 36839 -2.9999982
a 36839 40422 5.0000000
a 1 36840 5.0000000
a 36840 36841 -2.9999982
a 36841 40422 5.0000000
a 1 36842 5.0000000
a 36842 36843 -2.9999982
a 36843 40422 5.0000000
a 1 36844 5.0000000
a 36844 36845 -2.9999982
a 36845 40422 5.0000000
a 1 36846 5.0000000
a 36846 36847 -2.9999982
a 36847 40422 5.0000000
a 1 36848 5.0000000
a 36848 36849 -2.9999982
a 36849 40422 5.0000000
a 1 36850 5.0000000
a 36850 36851 -2.9999982
a 36851 40422 5.0000000
a 1 36852 5.0000000
a 36852 36853 -2.9999982
a 36853 40422 5.0000000
a 1 36854 5.0000000
a 36854 36855 -2.9999982
a 36855 40422 5.0000000
a 1 36856 5.0000000
a 36856 36857 -2.9999982
a 36857 40422 5.0000000
a 1 36858 5.0000000
a 36858 36859 -2.9999982
a 36859 40422 5.0000000
a 1 36860 5.0000000
a 36860 36861 -2.9999982
a 36861 40422 5.0000000
a 1 36862 5.0000000
a 36862 36863 -2.9999982
a 36863 40422 5.0000000
a 1 36864 5.0000000
a 36864 36865 -2.9999982
a 36865 40422 5.0000000
a 1 36866 5.0000000
a 36866 36867 -2.9999982
a 36867 40422 5.0000000
a 1 36868 5.0000000
a 36868 36869 -2.9999979
a 36869 40422 5.0000000
a 1 36870 5.0000000
a 36870 36871 -2.9675728
a 36871 40422 5.0000000
a 1 36872 5.0000000
a 36872 36873 -2.9446440
a 36873 40422 5.0000000
a 1 36874 5.0000000
a 36874 36875 -1.2160159
a 36875 40422 5.0000000
a 1 36876 5.0000000
a 36876 36877 -2.9999982
a 36877 40422 5.0000000
a 1 36878 5.0000000
a 36878 36879 -2.9999982
a 36879 40422 5.0000000
a 1 36880 5.0000000
a 36880 36881 -2.9999982
a 36881 40422 5.0000000
a 1 36882 5.0000000
a 36882 36883 -2.9999982
a 36883 40422 5.0000000
a 1 36884 5.0000000
a 36884 36885 -2.9999982
a 36885 40422 5.0000000
a 1 36886 5.0000000
a 36886 36887 -2.9999982
a 36887 40422 5.0000000
a 1 36888 5.0000000
a 36888 36889 -2.9999982
a 36889 40422 5.0000000
a 1 36890 5.0000000
a 36890 36891 -2.9999982
a 36891 40422 5.0000000
a 1 36892 5.0000000
a 36892 36893 -2.9999982
a 36893 40422 5.0000000
a 1 36894 5.0000000
a 36894 36895 -2.9999982
a 36895 40422 5.0000000
a 1 36896 5.0000000
a 36896 36897 -2.9999982
a 36897 40422 5.0000000
a 1 36898 5.0000000
a 36898 36899 -2.9999982
a 36899 40422 5.0000000
a 1 36900 5.0000000
a 36900 36901 -2.9999982
a 36901 40422 5.0000000
a 1 36902 5.0000000
a 36902 36903 -2.9999982
a 36903 40422 5.0000000
a 1 36904 5.0000000
a 36904 36905 -2.9999982
a 36905 40422 5.0000000
a 1 36906 5.0000000
a 36906 36907 -2.9999982
a 36907 40422 5.0000000
a 1 36908 5.0000000
a 36908 36909 -2.9999982
a 36909 40422 5.0000000
a 1 36910 5.0000000
a 36910 36911 -2.9999982
a 36911 40422 5.0000000
a 1 36912 5.0000000
a 36912 36913 -2.9999982
a 36913 40422 5.0000000
a 1 36914 5.0000000
a 36914 36915 -2.9999982
a 36915 40422 5.0000000
a 1 36916 5.0000000
a 36916 36917 -2.9999982
a 36917 40422 5.0000000
a 1 36918 5.0000000
a 36918 36919 -2.9999982
a 36919 40422 5.0000000
a 1 36920 5.0000000
a 36920 36921 -2.9999982
a 36921 40422 5.0000000
a 1 36922 5.0000000
a 36922 36923 -2.9999981
a 36923 40422 5.0000000
a 1 36924 5.0000000
a 36924 36925 -2.9999973
a 36925 40422 5.0000000
a 1 36926 5.0000000
a 36926 36927 -2.4243518
a 36927 40422 5.0000000
a 1 36928 5.0000000
a 36928 36929 -2.9999982
a 36929 40422 5.0000000
a 1 36930 5.0000000
a 36930 36931 -2.9999982
a 36931 40422 5.0000000
a 1 36932 5.0000000
a 36932 36933 -2.9999982
a 36933 40422 5.0000000
a 1 36934 5.0000000
a 36934 36935 -2.9999982
a 36935 40422 5.0000000
a 1 36936 5.0000000
a 36936 36937 -2.9999982
a 36937 40422 5.0000000
a 1 36938 5.0000000
a 36938 36939 -2.9999982
a 36939 40422 5.0000000
a 1 36940 5.0000000
a 36940 36941 -2.9999982
a 36941 40422 5.0000000
a 1 36942 5.0000000
a 36942 36943 -2.9999982
a 36943 40422 5.0000000
a 1 36944 5.0000000
a 36944 36945 -2.9999982
a 36945 40422 5.0000000
a 1 36946 5.0000000
a 36946 36947 -2.9999982
a 36947 40422 5.0000000
a 1 36948 5.0000000
a 36948 36949 -2.9999982
a 36949 40422 5.0000000
a 1 36950 5.0000000
a 36950 36951 -2.9999982
a 36951 40422 5.0000000
a 1 36952 5.0000000
a 36952 36953 -2.9999982
a 36953 40422 5.0000000
a 1 36954 5.0000000
a 36954 36955 -2.9999982
a 36955 40422 5.0000000
a 1 36956 5.0000000
a 36956 36957 -2.9999982
a 36957 40422 5.0000000
a 1 36958 5.0000000
a 36958 36959 -2.9999982
a 36959 40422 5.0000000
a 1 36960 5.0000000
a 36960 36961 -2.9999982
a 36961 40422 5.0000000
a 1 36962 5.0000000
a 36962 36963 -2.9999982
a 36963 40422 5.0000000
a 1 36964 5.0000000
a 36964 36965 -2.9999982
a 36965 40422 5.0000000
a 1 36966 5.0000000
a 36966 36967 -2.9999982
a 36967 40422 5.0000000
a 1 36968 5.0000000
a 36968 36969 -2.9999982
a 36969 40422 5.0000000
a 1 36970 5.0000000
a 36970 36971 -2.9999982
a 36971 40422 5.0000000
a 1 36972 5.0000000
a 36972 36973 -2.9999982
a 36973 40422 5.0000000
a 1 36974 5.0000000
a 36974 36975 -2.9999979
a 36975 40422 5.0000000
a 1 36976 5.0000000
a 36976 36977 -2.9999922
a 36977 40422 5.0000000
a 1 36978 5.0000000
a 36978 36979 -2.9694662
a 36979 40422 5.0000000
a 1 36980 5.0000000
a 36980 36981 -2.5426334
a 36981 40422 5.0000000
a 1 36982 5.0000000
a 36982 36983 -2.9999982
a 36983 40422 5.0000000
a 1 36984 5.0000000
a 36984 36985 -2.9999982
a 36985 40422 5.0000000
a 1 36986 5.0000000
a 36986 36987 -2.9999982
a 36987 40422 5.0000000
a 1 36988 5.0000000
a 36988 36989 -2.9999982
a 36989 40422 5.0000000
a 1 36990 5.0000000
a 36990 36991 -2.9999982
a 36991 40422 5.0000000
a 1 36992 5.0000000
a 36992 36993 -2.9999982
a 36993 40422 5.0000000
a 1 36994 5.0000000
a 36994 36995 -2.9999982
a 36995 40422 5.0000000
a 1 36996 5.0000000
a 36996 36997 -2.9999982
a 36997 40422 5.0000000
a 1 36998 5.0000000
a 36998 36999 -2.9999982
a 36999 40422 5.0000000
a 1 37000 5.0000000
a 37000 37001 -2.9999982
a 37001 40422 5.0000000
a 1 37002 5.0000000
a 37002 37003 -2.9999982
a 37003 40422 5.0000000
a 1 37004 5.0000000
a 37004 37005 -2.9999982
a 37005 40422 5.0000000
a 1 37006 5.0000000
a 37006 37007 -2.9999982
a 37007 40422 5.0000000
a 1 37008 5.0000000
a 37008 37009 -2.9999982
a 37009 40422 5.0000000
a 1 37010 5.0000000
a 37010 37011 -2.9999982
a 37011 40422 5.0000000
a 1 37012 5.0000000
a 37012 37013 -2.9999982
a 37013 40422 5.0000000
a 1 37014 5.0000000
a 37014 37015 -2.9999982
a 37015 40422 5.0000000
a 1 37016 5.0000000
a 37016 37017 -2.9999982
a 37017 40422 5.0000000
a 1 37018 5.0000000
a 37018 37019 -2.9999982
a 37019 40422 5.0000000
a 1 37020 5.0000000
a 37020 37021 -2.9999982
a 37021 40422 5.0000000
a 1 37022 5.0000000
a 37022 37023 -2.9999982
a 37023 40422 5.0000000
a 1 37024 5.0000000
a 37024 37025 -2.9999982
a 37025 40422 5.0000000
a 1 37026 5.0000000
a 37026 37027 -2.9999981
a 37027 40422 5.0000000
a 1 37028 5.0000000
a 37028 37029 -2.9999980
a 37029 40422 5.0000000
a 1 37030 5.0000000
a 37030 37031 -2.9999943
a 37031 40422 5.0000000
a 1 37032 5.0000000
a 37032 37033 -2.9999934
a 37033 40422 5.0000000
a 1 37034 5.0000000
a 37034 37035 -2.9976070
a 37035 40422 5.0000000
a 1 37036 5.0000000
a 37036 37037 -2.9778579
a 37037 40422 5.0000000
a 1 37038 5.0000000
a 37038 37039 -2.9999982
a 37039 40422 5.0000000
a 1 37040 5.0000000
a 37040 37041 -2.9999982
a 37041 40422 5.0000000
a 1 37042 5.0000000
a 37042 37043 -2.9999982
a 37043 40422 5.0000000
a 1 37044 5.0000000
a 37044 37045 -2.9999982
a 37045 40422 5.0000000
a 1 37046 5.0000000
a 37046 37047 -2.9999982
a 37047 40422 5.0000000
a 1 37048 5.0000000
a 37048 37049 -2.9999982
a 37049 40422 5.0000000
a 1 37050 5.0000000
a 37050 37051 -2.9999982
a 37051 40422 5.0000000
a 1 37052 5.0000000
a 37052 37053 -2.9999982
a 37053 40422 5.0000000
a 1 37054 5.0000000
a 37054 37055 -2.9999982
a 37055 40422 5.0000000
a 1 37056 5.0000000
a 37056 37057 -2.9999982
a 37057 40422 5.0000000
a 1 37058 5.0000000
a 37058 37059 -2.9999982
a 37059 40422 5.0000000
a 1 37060 5.0000000
a 37060 37061 -2.9999982
a 37061 40422 5.0000000
a 1 37062 5.0000000
a 37062 37063 -2.9999982
a 37063 40422 5.0000000
a 1 37064 5.0000000
a 37064 37065 -2.9999982
a 37065 40422 5.0000000
a 1 37066 5.0000000
a 37066 37067 -2.9999982
a 37067 40422 5.0000000
a 1 37068 5.0000000
a 37068 37069 -2.9999982
a 37069 40422 5.0000000
a 1 37070 5.0000000
a 37070 37071 -2.9999982
a 37071 40422 5.0000000
a 1 37072 5.0000000
a 37072 37073 -2.9999982
a 37073 40422 5.0000000
a 1 37074 5.0000000
a 37074 37075 -2.9999982
a 37075 40422 5.0000000
a 1 37076 5.0000000
a 37076 37077 -2.9999982
a 37077 40422 5.0000000
a 1 37078 5.0000000
a 37078 37079 -2.9999982
a 37079 40422 5.0000000
a 1 37080 5.0000000
a 37080 37081 -2.9999982
a 37081 40422 5.0000000
a 1 37082 5.0000000
a 37082 37083 -2.9999981
a 37083 40422 5.0000000
a 1 37084 5.0000000
a 37084 37085 -2.9999981
a 37085 40422 5.0000000
a 1 37086 5.0000000
a 37086 37087 -2.9997999
a 37087 40422 5.0000000
a 1 37088 5.0000000
a 37088 37089 -2.9386137
a 37089 40422 5.0000000
a 1 37090 5.0000000
a 37090 37091 -2.9999982
a 37091 40422 5.0000000
a 1 37092 5.0000000
a 37092 37093 -2.9999982
a 37093 40422 5.0000000
a 1 37094 5.0000000
a 37094 37095 -2.9999982
a 37095 40422 5.0000000
a 1 37096 5.0000000
a 37096 37097 -2.9999982
a 37097 40422 5.0000000
a 1 37098 5.0000000
a 37098 37099 -2.9999982
a 37099 40422 5.0000000
a 1 37100 5.0000000
a 37100 37101 -2.9999982
a 37101 40422 5.0000000
a 1 37102 5.0000000
a 37102 37103 -2.9999982
a 37103 40422 5.0000000
a 1 37104 5.0000000
a 37104 37105 -2.9999982
a 37105 40422 5.0000000
a 1 37106 5.0000000
a 37106 37107 -2.9999982
a 37107 40422 5.0000000
a 1 37108 5.0000000
a 37108 37109 -2.9999982
a 37109 40422 5.0000000
a 1 37110 5.0000000
a 37110 37111 -2.9999982
a 37111 40422 5.0000000
a 1 37112 5.0000000
a 37112 37113 -2.9999982
a 37113 40422 5.0000000
a 1 37114 5.0000000
a 37114 37115 -2.9999982
a 37115 40422 5.0000000
a 1 37116 5.0000000
a 37116 37117 -2.9999982
a 37117 40422 5.0000000
a 1 37118 5.0000000
a 37118 37119 -2.9999982
a 37119 40422 5.0000000
a 1 37120 5.0000000
a 37120 37121 -2.9999982
a 37121 40422 5.0000000
a 1 37122 5.0000000
a 37122 37123 -2.9999982
a 37123 40422 5.0000000
a 1 37124 5.0000000
a 37124 37125 -2.9999982
a 37125 40422 5.0000000
a 1 37126 5.0000000
a 37126 37127 -2.9999982
a 37127 40422 5.0000000
a 1 37128 5.0000000
a 37128 37129 -2.9999982
a 37129 40422 5.0000000
a 1 37130 5.0000000
a 37130 37131 -2.9999982
a 37131 40422 5.0000000
a 1 37132 5.0000000
a 37132 37133 -2.9999982
a 37133 40422 5.0000000
a 1 37134 5.0000000
a 37134 37135 -2.9999982
a 37135 40422 5.0000000
a 1 37136 5.0000000
a 37136 37137 -2.9999982
a 37137 40422 5.0000000
a 1 37138 5.0000000
a 37138 37139 -2.6331028
a 37139 40422 5.0000000
a 1 37140 5.0000000
a 37140 37141 -2.9999982
a 37141 40422 5.0000000
a 1 37142 5.0000000
a 37142 37143 -2.9999982
a 37143 40422 5.0000000
a 1 37144 5.0000000
a 37144 37145 -2.9999982
a 37145 40422 5.0000000
a 1 37146 5.0000000
a 37146 37147 -2.9999982
a 37147 40422 5.0000000
a 1 37148 5.0000000
a 37148 37149 -2.9999982
a 37149 40422 5.0000000
a 1 37150 5.0000000
a 37150 37151 -2.9999982
a 37151 40422 5.0000000
a 1 37152 5.0000000
a 37152 37153 -2.9999982
a 37153 40422 5.0000000
a 1 37154 5.0000000
a 37154 37155 -2.9999982
a 37155 40422 5.0000000
a 1 37156 5.0000000
a 37156 37157 -2.9999982
a 37157 40422 5.0000000
a 1 37158 5.0000000
a 37158 37159 -2.9999982
a 37159 40422 5.0000000
a 1 37160 5.0000000
a 37160 37161 -2.9999982
a 37161 40422 5.0000000
a 1 37162 5.0000000
a 37162 37163 -2.9999982
a 37163 40422 5.0000000
a 1 37164 5.0000000
a 37164 37165 -2.9999982
a 37165 40422 5.0000000
a 1 37166 5.0000000
a 37166 37167 -2.9999982
a 37167 40422 5.0000000
a 1 37168 5.0000000
a 37168 37169 -2.9999982
a 37169 40422 5.0000000
a 1 37170 5.0000000
a 37170 37171 -2.9999982
a 37171 40422 5.0000000
a 1 37172 5.0000000
a 37172 37173 -2.9999982
a 37173 40422 5.0000000
a 1 37174 5.0000000
a 37174 37175 -2.9999982
a 37175 40422 5.0000000
a 1 37176 5.0000000
a 37176 37177 -2.9999982
a 37177 40422 5.0000000
a 1 37178 5.0000000
a 37178 37179 -2.9999982
a 37179 40422 5.0000000
a 1 37180 5.0000000
a 37180 37181 -2.9999982
a 37181 40422 5.0000000
a 1 37182 5.0000000
a 37182 37183 -2.9999982
a 37183 40422 5.0000000
a 1 37184 5.0000000
a 37184 37185 -2.9999982
a 37185 40422 5.0000000
a 1 37186 5.0000000
a 37186 37187 -2.9999982
a 37187 40422 5.0000000
a 1 37188 5.0000000
a 37188 37189 -2.9999933
a 37189 40422 5.0000000
a 1 37190 5.0000000
a 37190 37191 -2.9993878
a 37191 40422 5.0000000
a 1 37192 5.0000000
a 37192 37193 -2.9999982
a 37193 40422 5.0000000
a 1 37194 5.0000000
a 37194 37195 -2.9999982
a 37195 40422 5.0000000
a 1 37196 5.0000000
a 37196 37197 -2.9999982
a 37197 40422 5.0000000
a 1 37198 5.0000000
a 37198 37199 -2.9999982
a 37199 40422 5.0000000
a 1 37200 5.0000000
a 37200 37201 -2.9999982
a 37201 40422 5.0000000
a 1 37202 5.0000000
a 37202 37203 -2.9999982
a 37203 40422 5.0000000
a 1 37204 5.0000000
a 37204 37205 -2.9999982
a 37205 40422 5.0000000
a 1 37206 5.0000000
a 37206 37207 -2.9999982
a 37207 40422 5.0000000
a 1 37208 5.0000000
a 37208 37209 -2.9999982
a 37209 40422 5.0000000
a 1 37210 5.0000000
a 37210 37211 -2.9999982
a 37211 40422 5.0000000
a 1 37212 5.0000000
a 37212 37213 -2.9999982
a 37213 40422 5.0000000
a 1 37214 5.0000000
a 37214 37215 -2.9999982
a 37215 40422 5.0000000
a 1 37216 5.0000000
a 37216 37217 -2.9999982
a 37217 40422 5.0000000
a 1 37218 5.0000000
a 37218 37219 -2.9999982
a 37219 40422 5.0000000
a 1 37220 5.0000000
a 37220 37221 -2.9999982
a 37221 40422 5.0000000
a 1 37222 5.0000000
a 37222 37223 -2.9999982
a 37223 40422 5.0000000
a 1 37224 5.0000000
a 37224 37225 -2.9999982
a 37225 40422 5.0000000
a 1 37226 5.0000000
a 37226 37227 -2.9999982
a 37227 40422 5.0000000
a 1 37228 5.0000000
a 37228 37229 -2.9999982
a 37229 40422 5.0000000
a 1 37230 5.0000000
a 37230 37231 -2.9999982
a 37231 40422 5.0000000
a 1 37232 5.0000000
a 37232 37233 -2.9999982
a 37233 40422 5.0000000
a 1 37234 5.0000000
a 37234 37235 -2.9999982
a 37235 40422 5.0000000
a 1 37236 5.0000000
a 37236 37237 -2.9999981
a 37237 40422 5.0000000
a 1 37238 5.0000000
a 37238 37239 -2.9999976
a 37239 40422 5.0000000
a 1 37240 5.0000000
a 37240 37241 -2.9999972
a 37241 40422 5.0000000
a 1 37242 5.0000000
a 37242 37243 -2.9999792
a 37243 40422 5.0000000
a 1 37244 5.0000000
a 37244 37245 -2.6137898
a 37245 40422 5.0000000
a 1 37246 5.0000000
a 37246 37247 -2.9999982
a 37247 40422 5.0000000
a 1 37248 5.0000000
a 37248 37249 -2.9999982
a 37249 40422 5.0000000
a 1 37250 5.0000000
a 37250 37251 -2.9999982
a 37251 40422 5.0000000
a 1 37252 5.0000000
a 37252 37253 -2.9999982
a 37253 40422 5.0000000
a 1 37254 5.0000000
a 37254 37255 -2.9999982
a 37255 40422 5.0000000
a 1 37256 5.0000000
a 37256 37257 -2.9999982
a 37257 40422 5.0000000
a 1 37258 5.0000000
a 37258 37259 -2.9999982
a 37259 40422 5.0000000
a 1 37260 5.0000000
a 37260 37261 -2.9999982
a 37261 40422 5.0000000
a 1 37262 5.0000000
a 37262 37263 -2.9999982
a 37263 40422 5.0000000
a 1 37264 5.0000000
a 37264 37265 -2.9999982
a 37265 40422 5.0000000
a 1 37266 5.0000000
a 37266 37267 -2.9999982
a 37267 40422 5.0000000
a 1 37268 5.0000000
a 37268 37269 -2.9999982
a 37269 40422 5.0000000
a 1 37270 5.0000000
a 37270 37271 -2.9999982
a 37271 40422 5.0000000
a 1 37272 5.0000000
a 37272 37273 -2.9999982
a 37273 40422 5.0000000
a 1 37274 5.0000000
a 37274 37275 -2.9999982
a 37275 40422 5.0000000
a 1 37276 5.0000000
a 37276 37277 -2.9999982
a 37277 40422 5.0000000
a 1 37278 5.0000000
a 37278 37279 -2.9999982
a 37279 40422 5.0000000
a 1 37280 5.0000000
a 37280 37281 -2.9999982
a 37281 40422 5.0000000
a 1 37282 5.0000000
a 37282 37283 -2.9999982
a 37283 40422 5.0000000
a 1 37284 5.0000000
a 37284 37285 -2.9999982
a 37285 40422 5.0000000
a 1 37286 5.0000000
a 37286 37287 -2.9999982
a 37287 40422 5.0000000
a 1 37288 5.0000000
a 37288 37289 -2.9999981
a 37289 40422 5.0000000
a 1 37290 5.0000000
a 37290 37291 -2.9999967
a 37291 40422 5.0000000
a 1 37292 5.0000000
a 37292 37293 -2.9999654
a 37293 40422 5.0000000
a 1 37294 5.0000000
a 37294 37295 -2.9998140
a 37295 40422 5.0000000
a 1 37296 5.0000000
a 37296 37297 -2.9997738
a 37297 40422 5.0000000
a 1 37298 5.0000000
a 37298 37299 -2.8996955
a 37299 40422 5.0000000
a 1 37300 5.0000000
a 37300 37301 -2.9999982
a 37301 40422 5.0000000
a 1 37302 5.0000000
a 37302 37303 -2.9999982
a 37303 40422 5.0000000
a 1 37304 5.0000000
a 37304 37305 -2.9999982
a 37305 40422 5.0000000
a 1 37306 5.0000000
a 37306 37307 -2.9999982
a 37307 40422 5.0000000
a 1 37308 5.0000000
a 37308 37309 -2.9999982
a 37309 40422 5.0000000
a 1 37310 5.0000000
a 37310 37311 -2.9999982
a 37311 40422 5.0000000
a 1 37312 5.0000000
a 37312 37313 -2.9999982
a 37313 40422 5.0000000
a 1 37314 5.0000000
a 37314 37315 -2.9999982
a 37315 40422 5.0000000
a 1 37316 5.0000000
a 37316 37317 -2.9999982
a 37317 40422 5.0000000
a 1 37318 5.0000000
a 37318 37319 -2.9999982
a 37319 40422 5.0000000
a 1 37320 5.0000000
a 37320 37321 -2.9999982
a 37321 40422 5.0000000
a 1 37322 5.0000000
a 37322 37323 -2.9999982
a 37323 40422 5.0000000
a 1 37324 5.0000000
a 37324 37325 -2.9999982
a 37325 40422 5.0000000
a 1 37326 5.0000000
a 37326 37327 -2.9999982
a 37327 40422 5.0000000
a 1 37328 5.0000000
a 37328 37329 -2.9999982
a 37329 40422 5.0000000
a 1 37330 5.0000000
a 37330 37331 -2.9999982
a 37331 40422 5.0000000
a 1 37332 5.0000000
a 37332 37333 -2.9999982
a 37333 40422 5.0000000
a 1 37334 5.0000000
a 37334 37335 -2.9999982
a 37335 40422 5.0000000
a 1 37336 5.0000000
a 37336 37337 -2.9999982
a 37337 40422 5.0000000
a 1 37338 5.0000000
a 37338 37339 -2.9999982
a 37339 40422 5.0000000
a 1 37340 5.0000000
a 37340 37341 -2.9999982
a 37341 40422 5.0000000
a 1 37342 5.0000000
a 37342 37343 -2.9999982
a 37343 40422 5.0000000
a 1 37344 5.0000000
a 37344 37345 -2.9999979
a 37345 40422 5.0000000
a 1 37346 5.0000000
a 37346 37347 -2.9999976
a 37347 40422 5.0000000
a 1 37348 5.0000000
a 37348 37349 -2.9999855
a 37349 40422 5.0000000
a 1 37350 5.0000000
a 37350 37351 -2.9998613
a 37351 40422 5.0000000
a 1 37352 5.0000000
a 37352 37353 -2.9999982
a 37353 40422 5.0000000
a 1 37354 5.0000000
a 37354 37355 -2.9999982
a 37355 40422 5.0000000
a 1 37356 5.0000000
a 37356 37357 -2.9999982
a 37357 40422 5.0000000
a 1 37358 5.0000000
a 37358 37359 -2.9999982
a 37359 40422 5.0000000
a 1 37360 5.0000000
a 37360 37361 -2.9999982
a 37361 40422 5.0000000
a 1 37362 5.0000000
a 37362 37363 -2.9999982
a 37363 40422 5.0000000
a 1 37364 5.0000000
a 37364 37365 -2.9999982
a 37365 40422 5.0000000
a 1 37366 5.0000000
a 37366 37367 -2.9999982
a 37367 40422 5.0000000
a 1 37368 5.0000000
a 37368 37369 -2.9999982
a 37369 40422 5.0000000
a 1 37370 5.0000000
a 37370 37371 -2.9999982
a 37371 40422 5.0000000
a 1 37372 5.0000000
a 37372 37373 -2.9999982
a 37373 40422 5.0000000
a 1 37374 5.0000000
a 37374 37375 -2.9999982
a 37375 40422 5.0000000
a 1 37376 5.0000000
a 37376 37377 -2.9999982
a 37377 40422 5.0000000
a 1 37378 5.0000000
a 37378 37379 -2.9999982
a 37379 40422 5.0000000
a 1 37380 5.0000000
a 37380 37381 -2.9999982
a 37381 40422 5.0000000
a 1 37382 5.0000000
a 37382 37383 -2.9999982
a 37383 40422 5.0000000
a 1 37384 5.0000000
a 37384 37385 -2.9999982
a 37385 40422 5.0000000
a 1 37386 5.0000000
a 37386 37387 -2.9999982
a 37387 40422 5.0000000
a 1 37388 5.0000000
a 37388 37389 -2.9999982
a 37389 40422 5.0000000
a 1 37390 5.0000000
a 37390 37391 -2.9999982
a 37391 40422 5.0000000
a 1 37392 5.0000000
a 37392 37393 -2.9999982
a 37393 40422 5.0000000
a 1 37394 5.0000000
a 37394 37395 -2.9999982
a 37395 40422 5.0000000
a 1 37396 5.0000000
a 37396 37397 -2.9999982
a 37397 40422 5.0000000
a 1 37398 5.0000000
a 37398 37399 -2.9999981
a 37399 40422 5.0000000
a 1 37400 5.0000000
a 37400 37401 -2.9999947
a 37401 40422 5.0000000
a 1 37402 5.0000000
a 37402 37403 -2.9999878
a 37403 40422 5.0000000
a 1 37404 5.0000000
a 37404 37405 -1.4135438
a 37405 40422 5.0000000
a 1 37406 5.0000000
a 37406 37407 -2.9999982
a 37407 40422 5.0000000
a 1 37408 5.0000000
a 37408 37409 -2.9999982
a 37409 40422 5.0000000
a 1 37410 5.0000000
a 37410 37411 -2.9999982
a 37411 40422 5.0000000
a 1 37412 5.0000000
a 37412 37413 -2.9999982
a 37413 40422 5.0000000
a 1 37414 5.0000000
a 37414 37415 -2.9999982
a 37415 40422 5.0000000
a 1 37416 5.0000000
a 37416 37417 -2.9999982
a 37417 40422 5.0000000
a 1 37418 5.0000000
a 37418 37419 -2.9999982
a 37419 40422 5.0000000
a 1 37420 5.0000000
a 37420 37421 -2.9999982
a 37421 40422 5.0000000
a 1 37422 5.0000000
a 37422 37423 -2.9999982
a 37423 40422 5.0000000
a 1 37424 5.0000000
a 37424 37425 -2.9999982
a 37425 40422 5.0000000
a 1 37426 5.0000000
a 37426 37427 -2.9999982
a 37427 40422 5.0000000
a 1 37428 5.0000000
a 37428 37429 -2.9999982
a 37429 40422 5.0000000
a 1 37430 5.0000000
a 37430 37431 -2.9999982
a 37431 40422 5.0000000
a 1 37432 5.0000000
a 37432 37433 -2.9999982
a 37433 40422 5.0000000
a 1 37434 5.0000000
a 37434 37435 -2.9999982
a 37435 40422 5.0000000
a 1 37436 5.0000000
a 37436 37437 -2.9999982
a 37437 40422 5.0000000
a 1 37438 5.0000000
a 37438 37439 -2.9999982
a 37439 40422 5.0000000
a 1 37440 5.0000000
a 37440 37441 -2.9999982
a 37441 40422 5.0000000
a 1 37442 5.0000000
a 37442 37443 -2.9999982
a 37443 40422 5.0000000
a 1 37444 5.0000000
a 37444 37445 -2.9999982
a 37445 40422 5.0000000
a 1 37446 5.0000000
a 37446 37447 -2.9999982
a 37447 40422 5.0000000
a 1 37448 5.0000000
a 37448 37449 -2.9999982
a 37449 40422 5.0000000
a 1 37450 5.0000000
a 37450 37451 -2.9999982
a 37451 40422 5.0000000
a 1 37452 5.0000000
a 37452 37453 -2.9999981
a 37453 40422 5.0000000
a 1 37454 5.0000000
a 37454 37455 -2.9999979
a 37455 40422 5.0000000
a 1 37456 5.0000000
a 37456 37457 -2.9999972
a 37457 40422 5.0000000
a 1 37458 5.0000000
a 37458 37459 -2.9999918
a 37459 40422 5.0000000
a 1 37460 5.0000000
a 37460 37461 -2.9999982
a 37461 40422 5.0000000
a 1 37462 5.0000000
a 37462 37463 -2.9999982
a 37463 40422 5.0000000
a 1 37464 5.0000000
a 37464 37465 -2.9999982
a 37465 40422 5.0000000
a 1 37466 5.0000000
a 37466 37467 -2.9999982
a 37467 40422 5.0000000
a 1 37468 5.0000000
a 37468 37469 -2.9999982
a 37469 40422 5.0000000
a 1 37470 5.0000000
a 37470 37471 -2.9999982
a 37471 40422 5.0000000
a 1 37472 5.0000000
a 37472 37473 -2.9999982
a 37473 40422 5.0000000
a 1 37474 5.0000000
a 37474 37475 -2.9999982
a 37475 40422 5.0000000
a 1 37476 5.0000000
a 37476 37477 -2.9999982
a 37477 40422 5.0000000
a 1 37478 5.0000000
a 37478 37479 -2.9999982
a 37479 40422 5.0000000
a 1 37480 5.0000000
a 37480 37481 -2.9999982
a 37481 40422 5.0000000
a 1 37482 5.0000000
a 37482 37483 -2.9999982
a 37483 40422 5.0000000
a 1 37484 5.0000000
a 37484 37485 -2.9999982
a 37485 40422 5.0000000
a 1 37486 5.0000000
a 37486 37487 -2.9999982
a 37487 40422 5.0000000
a 1 37488 5.0000000
a 37488 37489 -2.9999982
a 37489 40422 5.0000000
a 1 37490 5.0000000
a 37490 37491 -2.9999982
a 37491 40422 5.0000000
